,address1,address2,city,id,resource_uri,state,venue_name,zipcode
3610,1706 New Jersey Avenue,,Washington,5394,/api/v1/venue/5394/,DC,Home of Joel Martin & Gary Rossi,20001
3611,1611 N Pacific Ave,,Glendale,5395,/api/v1/venue/5395/,CA,Theodore & Eleftheria Polychronis,91203
3612,177 Eddy Street ,,San Francisco,5396,/api/v1/venue/5396/,CA,Pandora Karaoke Bar,94109
3613,3468 Monarch Dr,,Edgewater,5397,/api/v1/venue/5397/,MD,Home of Catie & David James,21037
3614,3725 Tanglewood Lane,,Davidsonville,5398,/api/v1/venue/5398/,MD,Endless Call Farm,21035
3615,4824 Yadkin Dr,,Raleigh,5399,/api/v1/venue/5399/,NC,North Hills Club,27609
3616,240 West Continental Rd,,Green Valley,5400,/api/v1/venue/5400/,AZ,Green Valley Democratic Headquarters,85622
3617,2437 South Ponte Vedra Blvd,,Ponte Vedra,5401,/api/v1/venue/5401/,FL,Home of Raul & Janet Gandara,32082
3618,1 Championship Way,,Harrisburg,5402,/api/v1/venue/5402/,PA,Metro Bank Park,17101
3619,116 E Schiller Street,,Elmhurst,5403,/api/v1/venue/5403/,IL,Standard Restaurant,60126
3620,2 Bridge Street,,New Hartford,5404,/api/v1/venue/5404/,CT,Chatterley's Restaurant,06057
3621,50 Stony Hill Rd,,Bethel,5405,/api/v1/venue/5405/,CT,Stony Hill Inn,06801
3622,285 Andrew Young International Boulevard NW,,Atlanta,5406,/api/v1/venue/5406/,GA,Georgia World Congress Center,
3623,1105 Greenwood Cliff,,Charlotte,5407,/api/v1/venue/5407/,NC,Roberts for Congress Campaign Headquarters,28204
3624,900 Partenwood Rd,,Orono,5408,/api/v1/venue/5408/,MN,Home of Robert & Ann Jackson,55356
3625,4 Sandia Ct,,Edison,5410,/api/v1/venue/5410/,NJ,Barbra Casbar,08820
3626,2 Grove Isle Dr,,Coconut Grove,5411,/api/v1/venue/5411/,FL,Home of Gwen Margolis,33133
3627,400 Front Street,,Grafton ,5412,/api/v1/venue/5412/,IL ,The Loading Dock,62037
3628,1801 Bayview Ave,,Barnegat Light,5413,/api/v1/venue/5413/,NJ,Viking Village,08006
3629,1496 Meadow Lane,,Southampton,5414,/api/v1/venue/5414/,NY,Home of Barbara and Honorable Cliff Sobel,11968
3630,22512 Clubhouse Ridge,,Bristol ,5415,/api/v1/venue/5415/,VA,The Virginian,24202
3631,2817 E. Hwy 20,,Nice,5416,/api/v1/venue/5416/,CA,Sons of Italy Event Center,95464
3632,1200 N Doheny Drive,,Los Angeles,5417,/api/v1/venue/5417/,CA,,90069
3633,11640 Eiff Road,,Marissa,5418,/api/v1/venue/5418/,IL,White House,62257
3634,3665 Bay Road,,Saginaw,5419,/api/v1/venue/5419/,MI,Wright & Filippis,48603
3635,21831 North Highway 99,,Acampo,5420,/api/v1/venue/5420/,CA,Peirano Estate Tasting Room,95220
3636,15306 Hemlock Point Rd,,Chagrin Hills,5421,/api/v1/venue/5421/,OH,Home of Kathy Leavenworth,44022
3637,1414 Brickell Ave,,Miami,5422,/api/v1/venue/5422/,FL,Novecento Restaurant,33131
3638,3373 Tates Creek Rd,,Lexington ,5423,/api/v1/venue/5423/,KY,Sal's Chop House,40502
3639,2500 Riverside Dr,,Danville,5424,/api/v1/venue/5424/,VA,Stratford Conference Center,24540
3640,13655 E. Alameda Ave,,Aurora,5425,/api/v1/venue/5425/,CO,Bicentennial Park,80012
3641,19816 Huber Road,,Borden,5426,/api/v1/venue/5426/,IN,Huber's Orchard and Winery,47106
3642,,,Helena,5427,/api/v1/venue/5427/,MT,,
3643,,,Newport,5428,/api/v1/venue/5428/,ME,Home of Jim Demmers,
3644,1400 6th Ave,,Seattle,5429,/api/v1/venue/5429/,WA,Sheraton Hotel,98101
3645,3 West 51 Street,,New York,5430,/api/v1/venue/5430/,NY,Women's National Republican Club,10019
3646,3000 WorldReach Dr,,Indian Land,5431,/api/v1/venue/5431/,SC,City of Light,29707
3647,,,Washington,5432,/api/v1/venue/5432/,DC,Clinton Residence,
3648,1018 E. Colorado Blvd,,Glendale,5433,/api/v1/venue/5433/,CA,Palladio Banquet Hall,91501
3649,48 E 23rd St,,New York ,5434,/api/v1/venue/5434/,NY,Spin club,10010
3650,85 Union Avenue,,Saratoga Springs,5435,/api/v1/venue/5435/,NY,Home of David Fuscus & Julie Chlopecki,12866
3651,9200 Sunset Blvd,,West Hollywood,5436,/api/v1/venue/5436/,CA,SoHo House,90069
3652,5150 San Francisco Rd NE,,Albuquerque,5437,/api/v1/venue/5437/,NM,Republican Party of New Mexico,87109
3653,6612 Falls of Neuse Rd,,Raleigh ,5438,/api/v1/venue/5438/,NC,North Ridge Country Club,27615
3654,40 South Cedar Park,,Melrose,5439,/api/v1/venue/5439/,MA,Home of Linda O'Koniewski & David Bubier,02176
3655,650 Town Center Drive,,Costa Mesa,5440,/api/v1/venue/5440/,CA,Center Club,92626
3656,431 Williams Street,,Columbia,5441,/api/v1/venue/5441/,SC,Carolina Baseball Stadium,29201
3657,5212 Preston Court,,Powell,5442,/api/v1/venue/5442/,OH,Home of Mary & Ernie Carducci,43065
3658,,,Big Fork,5443,/api/v1/venue/5443/,MT,,
3659,,,Big Fork,5444,/api/v1/venue/5444/,MT,Private Residence,
3660,640 Water Works Dr,,Philadelphia,5445,/api/v1/venue/5445/,PA,Water Works Restaurant,19130
3661,310 6th Street SE,,Washington ,5446,/api/v1/venue/5446/,DC,,20003
3662,One N Capitol Ave Ste 1005,,Indianapolis ,5447,/api/v1/venue/5447/,IN,Build Indiana Council,46204
3663,221 Nesbit Rd,,Queenstown,5448,/api/v1/venue/5448/,MD,,21658
3664,,,Greenville,5449,/api/v1/venue/5449/,SC,Private Residence,
3665,3027 Martin Luther King Blvd,,Anderson ,5450,/api/v1/venue/5450/,SC ,Anderson Civic Center,29625
3666,,,Boise,5451,/api/v1/venue/5451/,ID,Private Residence,
3667,525 Park Avenue,Penthouse C,New York,5452,/api/v1/venue/5452/,NY,Home of David Dechman and Michel Mercure,10065
3668,840 Piney Hollow Road,,Winslow ,5453,/api/v1/venue/5453/,NJ,South Jersey Shooting Club,08043
3669,1567 S. University Blvd,,Denver,5454,/api/v1/venue/5454/,CO,Private Residence,80210
3670,,,Los Angeles,5455,/api/v1/venue/5455/,CA,TBD,
3671,,,Los Angeles,5456,/api/v1/venue/5456/,CA,Home of Marta Kauffman,
3672,,,Hollywood,5457,/api/v1/venue/5457/,CA,Home of Ron Burkle,
3673,2620 SE Bella Vista Loop,,Vancouver,5458,/api/v1/venue/5458/,WA,Home of Kaycee & Tom Wiita,98683
3674,343 SW Prima Vista Blvd,,Port St Lucie,5459,/api/v1/venue/5459/,FL,Polish American Social Club,34983
3675,N Pendleton St,,Middleburg,5460,/api/v1/venue/5460/,VA,Salamander Resort & Spa,20117
3676,3804 Grand Avenue South,,Minneapolis,5461,/api/v1/venue/5461/,MN,Grand Cafe,55409
3677,2196 Riverside Drive,,Columbus,5462,/api/v1/venue/5462/,OH ,Scioto Country Club,43220
3678,,,Polk County,5463,/api/v1/venue/5463/,IA,TBD,
3679,,,Polk County,5464,/api/v1/venue/5464/,IA,TBD,
3680,1700 State Street,,Bellevue,5465,/api/v1/venue/5465/,IA,Bellevue Community Center,52031
3681,7307 Heron Lane,,Norfolk,5466,/api/v1/venue/5466/,VA,Claire and David Benjack,23505
3682,277 Mount Holly Road,,Katonah,5467,/api/v1/venue/5467/,NY,Peter & Janet Harckham,10536
3683,,,Valley Forge,5468,/api/v1/venue/5468/,PA,TBD,
3684,280 N. Wyoming Ave. ,,South Orange,5469,/api/v1/venue/5469/,NJ,Home of Adena & Matthew Traub,07079
3685,341 Pursel Street,,Phillipsburg,5470,/api/v1/venue/5470/,NJ,Flynn's on the Hill,08865
3686,,,Denver,5471,/api/v1/venue/5471/,CO,Private Residence,
3687,120 Quarry St.,,Quincy,5472,/api/v1/venue/5472/,MA,Quincy Sons of Italy,02169
3688,,,Portsmouth,5473,/api/v1/venue/5473/,NH,Private Residence,
3689,,,Marion,5474,/api/v1/venue/5474/,IA,Home of Nan Riley,
3690,341 E 4th Street ,,Williamsport,5475,/api/v1/venue/5475/,PA,DiSalvo's Restaurant,17701
3691,334 W Spokane Falls Blvd,,Spokane,5476,/api/v1/venue/5476/,WA,Spokane Convention Center,99201
3692,3404 4th Ave S,,Seattle,5477,/api/v1/venue/5477/,WA,Washington Policy Center,98134
3693,7750 West 95th Street,,Hickory Hills,5478,/api/v1/venue/5478/,IL,Prime Time Restaurant & Bar,60457
3694,32 Highland Park Village,,Dallas,5479,/api/v1/venue/5479/,TX,Regent Highland Park Theater,75205
3695,5821 Pine Tree Road,,Miami Beach,5480,/api/v1/venue/5480/,FL,Private Residence,33131
3696,205 W 4th Street,,Waterloo,5481,/api/v1/venue/5481/,IA,Ramada Hotel,50701
3697,41 East Lincoln Ave,,Hatfield ,5482,/api/v1/venue/5482/,PA,Hatfield Auto Museum,19440
3698,3600 Washington Street,,San Francisco,5483,/api/v1/venue/5483/,CA,Home of John Sanger,94118
3699,,,San Antonio,5484,/api/v1/venue/5484/,TX,TBD,
3700,,,Dallas,5485,/api/v1/venue/5485/,TX,TBD,
3701,533 Shaler Blvd,,Ridgefield,5486,/api/v1/venue/5486/,NJ,Cafe Tivoli,07657
3702,330 Iris Rd,,Fort Mitchell,5487,/api/v1/venue/5487/,KY,Home of Nathan Smith,41011
3703,1301 K Street NW,,Washington,5488,/api/v1/venue/5488/,DC,Reed Smith LLP,20005
3704,,,San Antonio,5489,/api/v1/venue/5489/,TX,TBD,
3705,511 W New England Ave,,Winter Park,5490,/api/v1/venue/5490/,FL,Hannibal's On the Square,32789
3706,1908 River Oaks Blvd,,Houston,5491,/api/v1/venue/5491/,TX,Home of Linda and Steven Webster,77019
3707,1028 N Rush Street,,Chicago,5492,/api/v1/venue/5492/,IL,Gibsons Bar and Steakhouse,60611
3708,107 S. Market Street,,Benton,5493,/api/v1/venue/5493/,AR,Burger Shack,72015
3709,1900 K Street NW,,Washington,5494,/api/v1/venue/5494/,DC,McKenna Long & Aldridge,20006
3710,37 W. 65th St,7th Floor,New York,5495,/api/v1/venue/5495/,NY,Peter Max Studio,10023
3711,3067 Whitehaven St NW,,Washington,5496,/api/v1/venue/5496/,DC,Clinton Residence,20008
3712,9500 Wilshire Blvd,,Beverly Hills,5497,/api/v1/venue/5497/,CA,Beverly Wilshire Hotel,90212
3713,,,Virginia Beach,5498,/api/v1/venue/5498/,VA,TBD,
3714,,,New York,5499,/api/v1/venue/5499/,NY,Home of Amy Nauiokas,
3715,2875 Old Town Club Rd,,Winston-Salem,5500,/api/v1/venue/5500/,NC,Old Town Country Club,27106
3716,,,Beverly Hills,5501,/api/v1/venue/5501/,CA,Home of Linda & Bob Gersh,
3717,750 Lexington Ave,,New York,5502,/api/v1/venue/5502/,NY,Edwards Wildman Palmer LLP,10022
3718,,,New York,5503,/api/v1/venue/5503/,NY,Home of Olivier Sarkozy,
3719,107 Forest Street,,Montclair,5504,/api/v1/venue/5504/,NJ,18 Label Studios,07042
3720,919 E Main Street,24th Floor,Richmond,5505,/api/v1/venue/5505/,VA,Sun Trust,23219
3721,,,New Smyrna,5506,/api/v1/venue/5506/,FL,"New Smyrna, FL",
3722,499 S. Capitol St. SW,Suite 608,Washington,5507,/api/v1/venue/5507/,DC,Capitol Hill Consulting Group,20003
3723,335 Hughes Center Dr,,Las Vegas,5508,/api/v1/venue/5508/,NV,McCormick and Schimck's (Las Vegas),89169
3724,,,Grand Rapids,5509,/api/v1/venue/5509/,MI,TBD,
3725,14936 Diamond Ave.,,Akron,5510,/api/v1/venue/5510/,IA,Hole N The Wall Lodge,51001
3726,,,Washington,5511,/api/v1/venue/5511/,DC,Schockey Scofield Solutions,
3727,,,Los Angeles ,5512,/api/v1/venue/5512/,CA,Home of Philip Rosenthal,
3728,3000 E Grand Ave,,Des Moines,5513,/api/v1/venue/5513/,IA,Iowa State Fair,50317
3729,,,Palm Springs,5514,/api/v1/venue/5514/,CA,TBD,
3730,3202 Vista Way,,Oceanside,5515,/api/v1/venue/5515/,CA,El Camino Country Club,92056
3731,1133 15th Street NW,12th Floor,Washington,5516,/api/v1/venue/5516/,DC,1776 Campus,20005
3732,3631 Hwy 90 West,,Marianna,5517,/api/v1/venue/5517/,FL,Jackson County Agriculture Center,32446
3733,1500 Taughannock Blvd,,Ithaca,5518,/api/v1/venue/5518/,NY,New Park Hotel,14850
3734,25 Country Club Drive,,Annandale,5519,/api/v1/venue/5519/,NJ,Beaver Brook Country Club,08801
3735,3 Stonegate Dr,,Belleair,5520,/api/v1/venue/5520/,FL,"Home of Nicole & Dan Doyle, Jr",33756
3736,18854 Franklin Rd,,Pacific,5521,/api/v1/venue/5521/,MO,St Louis Trap & Skeet Club,63069
3737,1316 Washington St,,Hoboken,5522,/api/v1/venue/5522/,NJ,Madison Bar and Grill,07030
3738,,,Washington ,5523,/api/v1/venue/5523/,DC,Townhouse of April and John Delaney,
3739,7860 Granite Loop Rd,,Jackson,5524,/api/v1/venue/5524/,WY,Four Seasons Resort Jackson Hole,83001
3740,330 Maryland Ave NE,,Washington,5525,/api/v1/venue/5525/,DC,MacFarlane Group Townhouse,20002
3741,2121 Massachusetts Ave NW,,Washington,5526,/api/v1/venue/5526/,DC,Cosmos Club,20008
3742,3950 Wheeler Ave,,Alexandria,5527,/api/v1/venue/5527/,VA,Port City Brewing,22304
3743,,,Davis County,5528,/api/v1/venue/5528/,UT,Private Residence,
3744,220 Weybosset St #2,,Providence,5529,/api/v1/venue/5529/,RI,Providence Performing Arts Center,02906
3745,,,Clark Township,5530,/api/v1/venue/5530/,KY,,
3746,,,Clark Township,5531,/api/v1/venue/5531/,KY,TBD,
3747,8332 Leesburg Pike,,Vienna,5532,/api/v1/venue/5532/,VA,Clyde's Tysons Corner,22182
3748,22001 Northwestern Hwy,,Southfield,5533,/api/v1/venue/5533/,MI,St. John's Banquet & Conference Center,48075
3749,7903 Crossmoor Lane,,Baltimore,5534,/api/v1/venue/5534/,MD,Home of David & Kathleen Kennedy Townsend,21204
3750,608 Garrison St,,Lakewood,5535,/api/v1/venue/5535/,CO,Cafe del Sol,80215
3751,222 Eveningstar,,Newport Beach,5536,/api/v1/venue/5536/,CA,Home of Ali Jahangiri,92660
3752,540 Howard Street,,San Francisco,5537,/api/v1/venue/5537/,CA,Temple Night Club,94105
3753,95 Ute Ave,,Kiowa,5538,/api/v1/venue/5538/,CO,Elbert County Fairgrounds,80117
3754,375 Forsgate Dr,,Monroe Township,5539,/api/v1/venue/5539/,NJ,Forsgate Country Club,08831
3755,19101 Peninsula Club Dr,,Cornelius,5540,/api/v1/venue/5540/,NC,Peninsula Club,28031
3756,,,Los Angeles,5541,/api/v1/venue/5541/,CA,Home of Terrell Owens,
3757,8162 Melrose,,Hollywood,5542,/api/v1/venue/5542/,CA,Improv Comedy Club,90046
3758,,,,5543,/api/v1/venue/5543/,CA,Mike Thompson Residence,
3759,,,Highland,5544,/api/v1/venue/5544/,NY,,
3760,,,Highland,5545,/api/v1/venue/5545/,NY,TBD,
3761,110 Bellevue Road,,Highland,5546,/api/v1/venue/5546/,NY,Pat and Steve Lichtenberg,12528
3762,,,Manhattan,5547,/api/v1/venue/5547/,NY,,
3763,,,Manhattan,5548,/api/v1/venue/5548/,NY,TBD,
3764,328 Mt. Merino Road,,Hudson,5549,/api/v1/venue/5549/,NY,David Noble and Douglas Choo,12534
3765,"300 New Jersey Ave., NW",Ste. 900,Washington,5550,/api/v1/venue/5550/,D.C.,National Association of Spine Specialists,20001
3766,2900 Hunters Ridge Rd,,Marion,5551,/api/v1/venue/5551/,IA,Home of Neil Boudreaux and Dr. Donnie Linder,52302
3767,7102 Park Terrace Drive,,Alexandria,5552,/api/v1/venue/5552/,VA,Fannon Family Home,22307
3768,500 E Broad St,,Richmond,5553,/api/v1/venue/5553/,VA,Richmond Marriott,23219
3769,11285 Beach Mill Rd,,Great Falls,5554,/api/v1/venue/5554/,VA,Drs. Stephen and Michaela Shoop,22066
3770,Locust Grove,842 Cherry Point Drive,White Stone ,5555,/api/v1/venue/5555/,VA,Home of Robert and Robin Cunningham,22578
3771,36888 Breaux Vineyards Lane,,Purcellville,5556,/api/v1/venue/5556/,VA,Breaux Vineyards,20132
3772,8016 Greenwich Woods,,McLean,5557,/api/v1/venue/5557/,VA,Home of Jane & Spencer Abraham,22102
3773,500 Saint Thomas Ct,,Iowa City,5558,/api/v1/venue/5558/,IA,Ann Rhodes & Steve Miller,52245
3774,47 E 29th Street,,New York ,5559,/api/v1/venue/5559/,NY,Tavern 29 ,10016
3775,,,Baltimore,5560,/api/v1/venue/5560/,MD,Home of Constance Caplan,
3776,2033 Sidney Baker St,,Kerrville,5561,/api/v1/venue/5561/,TX,Y.O. Ranch Hotel,78028
3777,833 5th Ave,,Des Moines,5562,/api/v1/venue/5562/,IA,Iowa Events Center,50309
3778,,,Weston,5563,/api/v1/venue/5563/,MA,TBD,
3779,,,Wichita,5564,/api/v1/venue/5564/,KS,TBD,
3780,,,Washington,5565,/api/v1/venue/5565/,D.C.,TBD,
3781,811 Seventh Ave.,,New York City,5566,/api/v1/venue/5566/,NY,Sheraton Hotel,10019
3782,,,Houston,5567,/api/v1/venue/5567/,TX,Home of Windi and David Grimes,
3783,2800 Northview Rd,,Minnetonka Beach,5568,/api/v1/venue/5568/,MN,The Layfayette Club,
3784,15909 Preston Rd.,,Dallas,5569,/api/v1/venue/5569/,TX,Prestonwood Country Club,
3785,440 Madison Hill Rd,,Clark,5570,/api/v1/venue/5570/,NJ,Gran Centurions,07066
3786,557 Clinton Ave,,Newark,5571,/api/v1/venue/5571/,NJ,Kings Family Restaurant & Catering,07108
3787,,,Washingotn,5572,/api/v1/venue/5572/,D.C.,Joe Lockhart residence,
3788,705 Kinderkamack Rd,,Oradell,5573,/api/v1/venue/5573/,NJ,Hiram Blauvelt Art Museum,07649
3789,1342 Central Ave,,Albany,5574,/api/v1/venue/5574/,NY,Fuller Road Banquet Hall,12205
3790,2693 Tails Creek Rd,,Elijay,5575,/api/v1/venue/5575/,GA,Sue's Log Cabin Restaurant ,30540
3791,,,Flushing,5576,/api/v1/venue/5576/,NY,TBD,
3792,20 W 72nd Street,#506,New York,5577,/api/v1/venue/5577/,NY,The home of Tom Haines and Polly Cleveland,10023
3793,2 Augusta Boulevard,,Lakewood Township,5578,/api/v1/venue/5578/,NJ,Eagle Ridge Golf Club,08701
3794,5110 Ox Rd,,Fairfax,5579,/api/v1/venue/5579/,VA,Country Club of Fairfax,22030
3795,50 Vanderbilt Ave,,New York,5580,/api/v1/venue/5580/,NY,Yale Club of New York,10017
3796,5181 Brawner Place,,Alexandria,5581,/api/v1/venue/5581/,VA,Home of Dak Hardwick,22304
3797,575 Snowden Lane,,Princeton,5582,/api/v1/venue/5582/,NJ,Home of Andy & Carol Golden,08540
3798,405 Lexington Avenue,58th Floor,New York,5583,/api/v1/venue/5583/,NY,Saba Capital,10174
3799,1137 Winding Drive,,Cherry Hill,5584,/api/v1/venue/5584/,NJ,Home of Chuck and Stephanie Cahn,08003
3800,621 W 46th Street,,New York,5585,/api/v1/venue/5585/,NY,Hudson Terrace,10036
3801,"950 15th St., NW",,Washington,5586,/api/v1/venue/5586/,D.C.,Georgia Brown's,
3802,84 St. Marks Place,,Brooklyn,5587,/api/v1/venue/5587/,NY,Die Koelner Bierhalle,11217
3803,,,San Francisco,5588,/api/v1/venue/5588/,CA,Private Residence,
3804,,,Belvedere,5589,/api/v1/venue/5589/,CA,TBD,
3805,,,Greenwich,5590,/api/v1/venue/5590/,CT,TBD,
3806,7121 Bethesda Ln,,Bethesda,5591,/api/v1/venue/5591/,MD,Redwood Restaurant & Bar,20814
3807,140 2nd Ave.,,New York,5592,/api/v1/venue/5592/,NY,Ukrainian East Village Restaurant,10003
3808,5300 Preserve Parkway South,,Greenwood Village,5593,/api/v1/venue/5593/,CO,Home of Meg Froelich,
3809,3200 Fork Road,,Norwood,5594,/api/v1/venue/5594/,NC,The Fork,28128
3810,,,Greenwich,5595,/api/v1/venue/5595/,CT,TBD,
3811,1887 Bridgewater Drive,,Heathrow,5596,/api/v1/venue/5596/,FL,Home of John and Ultima Morgan,32746
3812,,,Durham,5597,/api/v1/venue/5597/,NC,TBD,
3813,,,,5598,/api/v1/venue/5598/,AR,Hot Springs Convention Center,
3814,88 Liberty View Drive,,Jersey City ,5599,/api/v1/venue/5599/,NJ,Zeppelin Hall Biergarten,07302
3815,21 Burd St.,,Nyack,5600,/api/v1/venue/5600/,NY,Nyack Seaport,10960
3816,699 Westchester Ave.,,Rye Brook,5601,/api/v1/venue/5601/,NY,Hilton Westchester,
3817,"1000 H St., NW",,Washington,5602,/api/v1/venue/5602/,D.C.,Grand Hyatt Hotel,20001
3818,,,Laurel Hollow,5603,/api/v1/venue/5603/,NY,Home of Jay Jacobs,
3819,618 S. Spring St.,,Los Angeles,5604,/api/v1/venue/5604/,CA,Exchange,
3820,,,McLean,5605,/api/v1/venue/5605/,VA,Home of Martha and Dwight Schar,
3821,155 Mercer Road,,Colts Neck,5606,/api/v1/venue/5606/,NJ,Home of Ghulam Suhrawardi,07722
3822,1414 South Penn Square,2nd Floor Meeting Room,Philadelphia,5607,/api/v1/venue/5607/,PA,Home of Corey Schiller,19102
3823,1050 King George Post Road,,Fords,5608,/api/v1/venue/5608/,NJ,Royal Albert Palace,08863
3824,,,Hollywood,5609,/api/v1/venue/5609/,CA,TBD,
3825,,,McLean,5610,/api/v1/venue/5610/,VA,TBD,
3826,,,Beverly Hills,5611,/api/v1/venue/5611/,CA,TBD,
3827,200 Lee Street East,,Charleston,5612,/api/v1/venue/5612/,WV,Charleston Marriott,
3828,555 Northern Blvd.,,Great Neck,5613,/api/v1/venue/5613/,NY,Leonard's Palazzo 555,11021
3829,12889 Viscaino Rd,,Los Altos,5614,/api/v1/venue/5614/,CA,Fremont Hills Country Club,94022
3830,6 Paul Brown Stadium,,Cincinnati,5615,/api/v1/venue/5615/,OH,Paul Brown Stadium,45202
3831,920 Paul W Bryant Dr,,Tuscaloosa,5616,/api/v1/venue/5616/,AL,Bryant-Denny Stadium,35401
3832,,,Edgewater,5617,/api/v1/venue/5617/,NJ,TBD,
3833,,,Denver,5618,/api/v1/venue/5618/,CO,TBD,
3834,,,Jenkintown,5619,/api/v1/venue/5619/,PA,Home of Madeleine Dean,
3835,,,Orlando,5620,/api/v1/venue/5620/,FL,TBD,
3836,"800 16th St., NW",,Washington,5621,/api/v1/venue/5621/,DC,Hay-Adams Hotel,
3837,"412 1st St., SE",Ste. 200,Washington,5622,/api/v1/venue/5622/,D.C.,Offices of Amerisource Bergen,
3838,"1099 New York Ave., NW",,Washington,5623,/api/v1/venue/5623/,D.C.,Casa Luca Restaurant,20001
3839,"412 First St., SE",Suite 100,Washington,5624,/api/v1/venue/5624/,D.C.,Offices of Molly Allen Associates LLC,20003
3840,500 Plantation Drive,Suite 1,Dorado,5625,/api/v1/venue/5625/,PR,Dorado Beach Resort & Club,00646
3841,,,Key West,5626,/api/v1/venue/5626/,FL,TBD,
3842,,,,5627,/api/v1/venue/5627/,FL,TBD,
3843,,,,5628,/api/v1/venue/5628/,FL,TBD,
3844,334 Grand Ave.,,Brooklyn,5629,/api/v1/venue/5629/,NY,Corridor Gallery,11238
3845,627 Fifth Avenue,,Brooklyn,5630,/api/v1/venue/5630/,NY,Freddy's Bar,
3846,739 Franklin Avenue,,Brooklyn,5631,/api/v1/venue/5631/,NY,,
3847,18 East 18th St.,,New York,5632,/api/v1/venue/5632/,NY,Home of Bill and Marie Samuels,
3848,13701 Cross Bay Blvd.,,Jamaica,5633,/api/v1/venue/5633/,NY,Aldo's II Pizzeria,11417
3849,250 West 50th St.,,Manhattan,5634,/api/v1/venue/5634/,NY,,
3850,250 West 89th St.,Penthouse 3-D,New York,5635,/api/v1/venue/5635/,NY,Home of Emily Goodman,
3851,601 Main St.,,St. Joseph,5636,/api/v1/venue/5636/,MI,Heritage Museum and Cultural Center,
3852,1290 Sutter St.,,San Francisco,5637,/api/v1/venue/5637/,CA,The Regency Ballroom,
3853,,,,5638,/api/v1/venue/5638/,,Home of Cary Kennedy,
3854,,,Houston,5639,/api/v1/venue/5639/,TX,Home of Arthur Schechter,
3855,,,Sunnyvale,5640,/api/v1/venue/5640/,CA,TBD,
3856,,,Cupertino,5641,/api/v1/venue/5641/,CA,TBD,
3857,5939 Auto Mall Pkwy,,Fremont,5642,/api/v1/venue/5642/,CA,"Fremont GMC, Buick, Cadillac",94538
3858,8570 Rock Ridge Drive,,Mountain Iron,5643,/api/v1/venue/5643/,MN,Holiday Inn Express,55768
3859,,,Seattle,5644,/api/v1/venue/5644/,WA,Home of Jon Shirley,
3860,55 Stockton St.,,Princeton,5645,/api/v1/venue/5645/,NJ,Morven Museum and Garden,08540
3861,14725 Flint Lee Road,,Chantilly,5646,/api/v1/venue/5646/,VA,Blue Ridge Arsenal,20151
3862,908 Trophy Hills Drive,,Las Vegas,5647,/api/v1/venue/5647/,NV,Home of Victor & Antoinette Chaltiel,89134
3863,,,Harlem,5648,/api/v1/venue/5648/,NY,TBD,
3864,,,San Francisco,5649,/api/v1/venue/5649/,CA,Home of Mark and Susie Tompkins Buell,
3865,100 Harbor Drive,,Greenwich,5650,/api/v1/venue/5650/,CT,Belle Haven Club,06830
3866,,,Vienna,5651,/api/v1/venue/5651/,VA,Home of Thomas M. Davis,
3867,,,San Francisco,5652,/api/v1/venue/5652/,CA,Home of Sandy Robertson,
3868,1616 Gervais St.,,Columbia,5653,/api/v1/venue/5653/,SC,The Back Porch,29201
3869,"1426 H St., NW",,Washington,5654,/api/v1/venue/5654/,D.C.,Woodward Table,20005
3870,,,Weston,5655,/api/v1/venue/5655/,MA,Home of Alan Solomont,
3871,,,Austin,5656,/api/v1/venue/5656/,TX,Private Home,
3872,,,Mobile,5657,/api/v1/venue/5657/,AL,Home of Jimmy Grodnick,
3873,200 E Randolph St,,Chicago,5658,/api/v1/venue/5658/,IL,Aon,60601
3874,2135 North Cleveland,,Chicago,5659,/api/v1/venue/5659/,IL,Home of Jerry Newton & David Weinberg,606014
3875,,,Chicago,5660,/api/v1/venue/5660/,IL,TBD,
3876,,,Pittsburgh,5661,/api/v1/venue/5661/,PA,TBD,
3877,,,Chicago,5662,/api/v1/venue/5662/,IL,Home of Leslie Fox and Bill Griffin,
3878,681 VOA Site C Road,,Greenville,5663,/api/v1/venue/5663/,NC,Home of Harry & Tammy Smith,27834
3879,,,Baltimore,5664,/api/v1/venue/5664/,MD,Home of Connie Caplan,
3880,,,Fort Lauderdale,5665,/api/v1/venue/5665/,FL,Home of Mitchell Berger,
3881,"1909 K St., NW",,Washington,5666,/api/v1/venue/5666/,DC,Look Restaurant & Lounge,20006
3882,9525 Amestoy Avenue,,Northridge,5667,/api/v1/venue/5667/,CA,Barnie and Dr. George Balfour,
3883,101 Constitution Ave. NW,Suite 700 West,Washington,5668,/api/v1/venue/5668/,DC,,20001
3884,101 Constitution Ave. NW,Suite 700 West,Washington,5669,/api/v1/venue/5669/,DC,,20001
3885,21689 Toledo Rd,,Boca Raton,5670,/api/v1/venue/5670/,FL,St. Jude Catholic Church,33433
3886,,,Miami,5671,/api/v1/venue/5671/,FL,Home of Leslie Miller Saiontz,
3887,The Liaison Capitol Hill,415 New Jersey Ave. NW,Washington,5672,/api/v1/venue/5672/,DC,Art & Soul,20001
3888,105 Pearl St.,,Essex Junction,5673,/api/v1/venue/5673/,VT,Champlain Valley Exposition,05452
3889,,,,5674,/api/v1/venue/5674/,KY,Corbin Center,
3890,,,Los Angeles,5675,/api/v1/venue/5675/,CA,Home of Magic & Cookie Johnson,
