,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party_x,phone,twitter_id,votesmart_id,webform,website,youtube_url,affiliate,bioguide,crp_id,district,id,image_available,name,party_y,resource_uri,state,title
2095,,,,,,,,,,,,,,,,,,,,,,,,,,20305.0,,Manhattan Republican Party,,/api/v1/lawmaker/20305/,,
2096,,,,,,,,,,,,,,,,,,,,,,,,,,20306.0,,Metropolitan Republican Club,,/api/v1/lawmaker/20306/,,
2097,,,,,,,,,,,,,,,,,,,,,,,,,,20307.0,,Queens County GOP,,/api/v1/lawmaker/20307/,,
2098,,,,,,,,,,,,,,,,,,,,,,,,,,20308.0,,Knickerbocker Republican Club,,/api/v1/lawmaker/20308/,,
2099,,,,,,,,,,,,,,,,,,,,,,,,,,20309.0,,Chad Lupinacci,,/api/v1/lawmaker/20309/,NY,Candidate
2100,,,,,,,,,,,,,,,,,,,,,,,,,,20310.0,,Westchester GOP,,/api/v1/lawmaker/20310/,,
2101,,,,,,,,,,,,,,,,,,,,,,,,,94,20311.0,,Steve Doyle,D,/api/v1/lawmaker/20311/,WI,State Represent
2102,,,,,,,,,,,,,,,,,,,,,,,,,5,20312.0,,Adam Wool,D,/api/v1/lawmaker/20312/,AL,State Represent
2103,,,,,,,,,,,,,,,,,,,,,,,,,,20313.0,,"Chris Christie for President, Inc.",,/api/v1/lawmaker/20313/,,
2104,,,,,,,,,,,,,,,,,,,,,,,,,,20314.0,,Iowa House and Senate Democrats,,/api/v1/lawmaker/20314/,,
2105,,,,,,,,,,,,,,,,,,,,,,,,,,20315.0,,Melanne Verveer,,/api/v1/lawmaker/20315/,,Former Ambassad
2106,,,,,,,,,,,,,,,,,,,,,,,,,,20316.0,,Not Your District PAC,,/api/v1/lawmaker/20316/,,
2107,,,,,,,,,,,,,,,,,,,,,,,,,,20317.0,,Michael Gerber,D,/api/v1/lawmaker/20317/,PA,State Represent
2108,,,,,,,,,,,,,,,,,,,,,,,,,8,20318.0,,Kathleen Matthews,D,/api/v1/lawmaker/20318/,MD,Candidate
2109,,,,,,,,,,,,,,,,,,,,,,,,,,20324.0,,Tyler August,,/api/v1/lawmaker/20324/,,Speaker
2110,,,,,,,,,,,,,,,,,,,,,,,,,,20325.0,,Jessie Rodriguez,,/api/v1/lawmaker/20325/,,State Represent
2111,,,,,,,,,,,,,,,,,,,,,,,,,,20326.0,,Tazewell County Republican Officials,,/api/v1/lawmaker/20326/,,
2112,,,,,,,,,,,,,,,,,,,,,,,,,44,20327.0,,Bill Brady,R,/api/v1/lawmaker/20327/,IL,State Sen.
2113,,,,,,,,,,,,,,,,,,,,,,,,,,20328.0,,Tim Butler,R,/api/v1/lawmaker/20328/,IL,State Rep.
2114,,,,,,,,,,,,,,,,,,,,,,,,,,20329.0,,Allan Fung,R,/api/v1/lawmaker/20329/,RI,Mayor
2115,,,,,,,,,,,,,,,,,,,,,,,,,4,20330.0,,Joseph P. Kennedy III,D,/api/v1/lawmaker/20330/,MA,Representative
2116,,,,,,,,,,,,,,,,,,,,,,,,,,20331.0,,Stacey Plaskett,D,/api/v1/lawmaker/20331/,NY,Representative
2117,,,,,,,,,,,,,,,,,,,,,,,,,,20332.0,,Future Forum Caucus,,/api/v1/lawmaker/20332/,,
2118,,,,,,,,,,,,,,,,,,,,,,,,,10,20333.0,,LuAnn Bennett,D,/api/v1/lawmaker/20333/,VA,Candidate
2119,,,,,,,,,,,,,,,,,,,,,,,,,6,20334.0,,Seth Moulton,D,/api/v1/lawmaker/20334/,MS,Representative
2120,,,,,,,,,,,,,,,,,,,,,,,,,1,20335.0,,Monica Vernon,D,/api/v1/lawmaker/20335/,IA,Candidate
2121,,,,,,,,,,,,,,,,,,,,,,,,,82,20336.0,,MaryLynn Magar,R,/api/v1/lawmaker/20336/,FL,House Rep
2122,,,,,,,,,,,,,,,,,,,,,,,,,82,20337.0,,MaryLynn Magar,R,/api/v1/lawmaker/20337/,FL,State Represent
2123,,,,,,,,,,,,,,,,,,,,,,,,,18,20338.0,,Randy Perkins,D,/api/v1/lawmaker/20338/,FL,Candidate
2124,,,,,,,,,,,,,,,,,,,,,,,,,,20339.0,,"Clement Leroy ""Butch"" Otter",R,/api/v1/lawmaker/20339/,ID,Governor
2125,,,,,,,,,,,,,,,,,,,,,,,,,,20340.0,,John Sununu,R,/api/v1/lawmaker/20340/,HI,Fmr Sen.
2126,,,,,,,,,,,,,,,,,,,,,,,,,,20341.0,,"William ""Bill"" Weld",R,/api/v1/lawmaker/20341/,MS,Fmr. Gov. 
2127,,,,,,,,,,,,,,,,,,,,,,,,,,20342.0,,Adam Jarchow,R,/api/v1/lawmaker/20342/,,State Rep
2128,,,,,,,,,,,,,,,,,,,,,,,,,,20343.0,,Ed Brooks,R,/api/v1/lawmaker/20343/,WI,State Represent
2129,,,,,,,,,,,,,,,,,,,,,,,,,,20344.0,,Gary Tauchen,R,/api/v1/lawmaker/20344/,WI,State Represent
2130,,,,,,,,,,,,,,,,,,,,,,,,,,20345.0,,Cindi Duchow,R,/api/v1/lawmaker/20345/,WI,State Represent
2131,,,,,,,,,,,,,,,,,,,,,,,,,,20346.0,,Mandy Wright,D,/api/v1/lawmaker/20346/,WI,State Represent
2132,,,,,,,,,,,,,,,,,,,,,,,,,59,20347.0,,Nora Espinoza,R,/api/v1/lawmaker/20347/,NM,State Represent
2133,,,,,,,,,,,,,,,,,,,,,,,,,,20348.0,,Alice Madden,D,/api/v1/lawmaker/20348/,CO,Candidate
2134,,,,,,,,,,,,,,,,,,,,,,,,,12,20349.0,,Fred Kessler,D,/api/v1/lawmaker/20349/,WI,State Represent
2135,,,,,,,,,,,,,,,,,,,,,,,,,,20350.0,,Lisa Blunt,D,/api/v1/lawmaker/20350/,DA,Candidate
2136,,,,,,,,,,,,,,,,,,,,,,,,,,20351.0,,Lisa Blunt Rochester,D,/api/v1/lawmaker/20351/,DA,Candidate
2137,,,,,,,,,,,,,,,,,,,,,,,,,12,20352.0,,Bonnie Watson Coleman,D,/api/v1/lawmaker/20352/,NJ,Representative
2138,,,,,,,,,,,,,,,,,,,,,,,,,,20353.0,,Democratic Organization of Queens County,,/api/v1/lawmaker/20353/,,
2139,,,,,,,,,,,,,,,,,,,,,,,,,,20354.0,,Horton's Kids,,/api/v1/lawmaker/20354/,,
2140,,,,,,,,,,,,,,,,,,,,,,,,,,20355.0,,DeRay Mckesson,D,/api/v1/lawmaker/20355/,MD,Candidate
2141,,,,,,,,,,,,,,,,,,,,,,,,,,20356.0,,NORPAC,,/api/v1/lawmaker/20356/,,
2142,,,,,,,,,,,,,,,,,,,,,,,,,,20357.0,,NAACP,,/api/v1/lawmaker/20357/,,
2143,,,,,,,,,,,,,,,,,,,,,,,,,,20358.0,,Evan Goyke,,/api/v1/lawmaker/20358/,WI,Assemblyman
2144,,,,,,,,,,,,,,,,,,,,,,,,,9,20359.0,,Todd Young,R,/api/v1/lawmaker/20359/,IN,Representative
2145,,,,,,,,,,,,,,,,,,,,,,,,,,20360.0,,Indiana Republican Party,,/api/v1/lawmaker/20360/,,
2146,,,,,,,,,,,,,,,,,,,,,,,,,,20361.0,,Matt Bevin,R,/api/v1/lawmaker/20361/,KY,Governor
2147,,,,,,,,,,,,,,,,,,,,,,,,,,20362.0,,Mike Kuglitsch,,/api/v1/lawmaker/20362/,WI,State Rep
2148,,,,,,,,,,,,,,,,,,,,,,,,,,20363.0,,Alec Garnett,,/api/v1/lawmaker/20363/,CO,State Rep
2149,,,,,,,,,,,,,,,,,,,,,,,,,,20364.0,,Mary Beth Susman,,/api/v1/lawmaker/20364/,CO,Councilwoman
2150,,,,,,,,,,,,,,,,,,,,,,,,,,20365.0,,Claudia Folska,,/api/v1/lawmaker/20365/,CO,Hon.
2151,,,,,,,,,,,,,,,,,,,,,,,,,,20366.0,,Bill James,,/api/v1/lawmaker/20366/,CO,Hon.
2152,,,,,,,,,,,,,,,,,,,,,,,,,31,20367.0,,Steve Sherick,,/api/v1/lawmaker/20367/,CO,Candidate
2153,,,,,,,,,,,,,,,,,,,,,,,,,,20368.0,,Fenberg Leadership Fund,,/api/v1/lawmaker/20368/,,
2154,,,,,,,,,,,,,,,,,,,,,,,,,,20369.0,,Colorado Cannabis Caucus,,/api/v1/lawmaker/20369/,,
2155,,,,,,,,,,,,,,,,,,,,,,,,,9,20370.0,,Diego Espinoza,R,/api/v1/lawmaker/20370/,NM,Candidate
2156,,,,,,,,,,,,,,,,,,,,,,,,,,20371.0,,Democrats Forward Fund,,/api/v1/lawmaker/20371/,,
2157,,,,,,,,,,,,,,,,,,,,,,,,,,20372.0,,"Let's Grow, Virginia! PAC",,/api/v1/lawmaker/20372/,,
2158,,,,,,,,,,,,,,,,,,,,,,,,,40,20373.0,,Kevin Peterson,,/api/v1/lawmaker/20373/,WI,State Rep
2159,,,,,,,,,,,,,,,,,,,,,,,,,,20374.0,,Jimmy Anderson,,/api/v1/lawmaker/20374/,WI,Candidate for A
2160,,,,,,,,,,,,,,,,,,,,,,,,,9,20375.0,,Shelli Yoder,D,/api/v1/lawmaker/20375/,IN,Candidate for C
2161,,,,,,,,,,,,,,,,,,,,,,,,,1,20376.0,,Peter Visclosky,D,/api/v1/lawmaker/20376/,IN,Representative
2162,,,,,,,,,,,,,,,,,,,,,,,,,,20377.0,,Eric Lesser,D,/api/v1/lawmaker/20377/,MA,State Sen
2163,,,,,,,,,,,,,,,,,,,,,,,,,,20378.0,,JIM-PAC,,/api/v1/lawmaker/20378/,,
2164,,,,,,,,,,,,,,,,,,,,,,,,,,20379.0,,Amy Loudenbeck,R,/api/v1/lawmaker/20379/,WI,State Rep
2165,,,,,,,,,,,,,,,,,,,,,,,,,,20380.0,,Chris Danou,,/api/v1/lawmaker/20380/,WI,State Rep
2166,,,,,,,,,,,,,,,,,,,,,,,,,,20381.0,,Great America PAC,R,/api/v1/lawmaker/20381/,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,20382.0,,Great America PAC,,/api/v1/lawmaker/20382/,,
2168,,,,,,,,,,,,,,,,,,,,,,,,,,20383.0,,Nassau County Republicans,R,/api/v1/lawmaker/20383/,NY,
2169,,,,,,,,,,,,,,,,,,,,,,,,,4,20384.0,,Tony Cardenas for Congress,,/api/v1/lawmaker/20384/,UT,Congressional C
2170,,,,,,,,,,,,,,,,,,,,,,,,,4,20385.0,,Doug Owens,,/api/v1/lawmaker/20385/,UT,Candidate
2171,,,,,,,,,,,,,,,,,,,,,,,,,50,20386.0,,Art Shrader,,/api/v1/lawmaker/20386/,WI,Candidate for A
2172,,,,,,,,,,,,,,,,,,,,,,,,,81,20387.0,,Dave Considine,,/api/v1/lawmaker/20387/,WI,Assemblyman
2173,,,,,,,,,,,,,,,,,,,,,,,,,74,20388.0,,Beth Meyers,,/api/v1/lawmaker/20388/,WI,Representative
2174,,,,,,,,,,,,,,,,,,,,,,,,,8,20389.0,,Michael Gallagher,,/api/v1/lawmaker/20389/,WI,Candidate
2175,,,,,,,,,,,,,,,,,,,,,,,,,24,20390.0,,Patrick Testin,,/api/v1/lawmaker/20390/,WI,State Sen
2176,,,,,,,,,,,,,,,,,,,,,,,,,,20391.0,,Mercedes Narcisse,D,/api/v1/lawmaker/20391/,NY,Candidate for S
2177,,,,,,,,,,,,,,,,,,,,,,,,,1,20393.0,,Joel Kitchens,,/api/v1/lawmaker/20393/,WI,State Rep
2178,,,,,,,,,,,,,,,,,,,,,,,,,3,20394.0,,Jacky Rosen,D,/api/v1/lawmaker/20394/,NY,Candidate for C
2179,,,,,,,,,,,,,,,,,,,,,,,,,3,20395.0,,Jacky Rosen,D,/api/v1/lawmaker/20395/,NV,Candidate
2180,,,,,,,,,,,,,,,,,,,,,,,,,,20396.0,,Annette Ziegler,,/api/v1/lawmaker/20396/,WI,Justice
2181,,,,,,,,,,,,,,,,,,,,,,,,,8,20397.0,,Tom Nelson,,/api/v1/lawmaker/20397/,WI,State Rep
2182,,,,,,,,,,,,,,,,,,,,,,,,,6,20402.0,,James Clyburn,D,/api/v1/lawmaker/20402/,SC,Rep.
2183,,,,,,,,,,,,,,,,,,,,,,,,,14,20400.0,False,Joe Crowley,D,/api/v1/lawmaker/20400/,NY,Rep.
2184,,,,,,,,,,,,,,,,,,,,,,,,,,20403.0,,Chris Sununu,R,/api/v1/lawmaker/20403/,NH,Candidate for G
2185,,,,,,,,,,,,,,,,,,,,,,,,,,20404.0,,Women's Leadership Fund,,/api/v1/lawmaker/20404/,,
2186,,,,,,,,,,,,,,,,,,,,,,,,,,20405.0,,Western Maine Strong PAC,,/api/v1/lawmaker/20405/,,
2187,,,,,,,,,,,,,,,,,,,,,,,,,,20406.0,,Nathan Wadsworth,R,/api/v1/lawmaker/20406/,ME,State Rep
2188,,,,,,,,,,,,,,,,,,,,,,,,,,20407.0,,SDCC,,/api/v1/lawmaker/20407/,,
2189,,,,,,,,,,,,,,,,,,,,,,,,,,20408.0,,Senate Chairman's PAC,,/api/v1/lawmaker/20408/,,
2190,,,,,,,,,,,,,,,,,,,,,,,,,,20409.0,,Charlotte PAC,,/api/v1/lawmaker/20409/,,
2191,,,,,,,,,,,,,,,,,,,,,,,,,,20410.0,,Maine SDCC,,/api/v1/lawmaker/20410/,,
2192,,,,,,,,,,,,,,,,,,,,,,,,,,20411.0,,Mark Dion,,/api/v1/lawmaker/20411/,,Candidate
2193,,,,,,,,,,,,,,,,,,,,,,,,,,20412.0,,Mark Dion,D,/api/v1/lawmaker/20412/,ME,State Rep
2194,,,,,,,,,,,,,,,,,,,,,,,,,,20413.0,,Rod Whittemore,D,/api/v1/lawmaker/20413/,ME,State Sen
2195,,,,,,,,,,,,,,,,,,,,,,,,,,20414.0,,Libby Leadership PAC,,/api/v1/lawmaker/20414/,,
2196,,,,,,,,,,,,,,,,,,,,,,,,,,20415.0,,Nate Libby,,/api/v1/lawmaker/20415/,ME,State Sen
2197,,,,,,,,,,,,,,,,,,,,,,,,,87,20416.0,,James Edming,R,/api/v1/lawmaker/20416/,WI,State Represent
2198,,,,,,,,,,,,,,,,,,,,,,,,,87,20417.0,,James Edming,R,/api/v1/lawmaker/20417/,WI,State Represent
2199,,,,,,,,,,,,,,,,,,,,,,,,,,20418.0,,Tom Barrett,D,/api/v1/lawmaker/20418/,WI,Mayor
2200,,,,,,,,,,,,,,,,,,,,,,,,,,20419.0,,Michael Carrigan,D,/api/v1/lawmaker/20419/,CO,DA Candidate
2201,,,,,,,,,,,,,,,,,,,,,,,,,,20420.0,,District of Columbia Democratic State Committee,,/api/v1/lawmaker/20420/,,
2202,,,,,,,,,,,,,,,,,,,,,,,,,,20421.0,,Muriel Bowser,D,/api/v1/lawmaker/20421/,DC,Mayor
2203,,,,,,,,,,,,,,,,,,,,,,,,,,20422.0,,Prosperity for Maine's Future PAC,,/api/v1/lawmaker/20422/,,
2204,,,,,,,,,,,,,,,,,,,,,,,,,,20423.0,,Charlotte Warren,D,/api/v1/lawmaker/20423/,ME,State Rep
2205,,,,,,,,,,,,,,,,,,,,,,,,,,20424.0,,Planned Parenthood Action Fund,,/api/v1/lawmaker/20424/,,
2206,,,,,,,,,,,,,,,,,,,,,,,,,,20425.0,,Steve Daines,R,/api/v1/lawmaker/20425/,MT,Senator
2207,,,,,,,,,,,,,,,,,,,,,,,,,,20426.0,,Andrew Gillum,D,/api/v1/lawmaker/20426/,FL,Mayor
2208,,,,,,,,,,,,,,,,,,,,,,,,,,20427.0,,James C. Hormel,,/api/v1/lawmaker/20427/,,Ambassador
2209,,,,,,,,,,,,,,,,,,,,,,,,,2,20428.0,,Greg Evers,R,/api/v1/lawmaker/20428/,FL,Candidate
2210,,,,,,,,,,,,,,,,,,,,,,,,,,20429.0,,,D,/api/v1/lawmaker/20429/,,CAPAC Leadershi
2211,,,,,,,,,,,,,,,,,,,,,,,,,,20430.0,,Leadership PAC,D,/api/v1/lawmaker/20430/,,CAPAC
2212,,,,,,,,,,,,,,,,,,,,,,,,,,20431.0,,John Boccieri,D,/api/v1/lawmaker/20431/,OH,Ohio State Repr
2213,,,,,,,,,,,,,,,,,,,,,,,,,,20432.0,,John Boccieri,D,/api/v1/lawmaker/20432/,OH,State Rep
2214,,,,,,,,,,,,,,,,,,,,,,,,,,20433.0,,Colleen Hanabusa,D,/api/v1/lawmaker/20433/,HI,Hon.
2215,,,,,,,,,,,,,,,,,,,,,,,,,,20434.0,,,D,/api/v1/lawmaker/20434/,,CAPAC Leadershi
2216,,,,,,,,,,,,,,,,,,,,,,Grace Meng,,,,20435.0,,Leadership PAC,,/api/v1/lawmaker/20435/,,CAPAC
2217,,,,,,,,,,,,,,,,,,,,,,Rep. Judy Chu,,,,20436.0,,CAPAC,,/api/v1/lawmaker/20436/,,
2218,,,,,,,,,,,,,,,,,,,,,,,,,,20437.0,,National Conference of Democratic Mayors,,/api/v1/lawmaker/20437/,,
2219,,,,,,,,,,,,,,,,,,,,,,,New York,,01,20438.0,,Anna,D,/api/v1/lawmaker/20438/,NY,Candidate
2220,,,,,,,,,,,,,,,,,,,,,,,,,01,20439.0,,Anna Throne-Holst,D,/api/v1/lawmaker/20439/,NY,Candidate
2221,,,,,,,,,,,,,,,,,,,,,,,,,,20440.0,,Rachel Zenzinger,D,/api/v1/lawmaker/20440/,CO,Candidate
2222,,,,,,,,,,,,,,,,,,,,,,,,,,20441.0,,Democrats of the House and Senate Energy and Commerce Committees,,/api/v1/lawmaker/20441/,,
2223,,,,,,,,,,,,,,,,,,,,,,,,,,20442.0,,No Greater Sacrifice,,/api/v1/lawmaker/20442/,,
2224,,,,,,,,,,,,,,,,,,,,,,,,,,20443.0,,Chris Vance,R,/api/v1/lawmaker/20443/,WA,Sen Candidate
2225,,,,,,,,,,,,,,,,,,,,,,,,,,20444.0,,Maine Leadership PAC,,/api/v1/lawmaker/20444/,,
2226,,,,,,,,,,,,,,,,,,,,,,,,,,20445.0,,Cleveland Clinic Educational Foundation,,/api/v1/lawmaker/20445/,,
2227,,,,,,,,,,,,,,,,,,,,,,,,,,20446.0,,Jones Day Foundation,,/api/v1/lawmaker/20446/,,
2228,,,,,,,,,,,,,,,,,,,,,,,,,,20447.0,,Team River Runner,,/api/v1/lawmaker/20447/,,
2229,,,,,,,,,,,,,,,,,,,,,,,,,,20448.0,,Asa Hutchinson,R,/api/v1/lawmaker/20448/,AR,Governor
2230,,,,,,,,,,,,,,,,,,,,,,,,,,20449.0,,Common Sense for ME PAC,,/api/v1/lawmaker/20449/,,
2231,,,,,,,,,,,,,,,,,,,,,,,,,,20450.0,,Priorities for Coastal Maine PAC,,/api/v1/lawmaker/20450/,,
2232,,,,,,,,,,,,,,,,,,,,,,,,,,20451.0,,The Diamond PAC,,/api/v1/lawmaker/20451/,,
2233,,,,,,,,,,,,,,,,,,,,,,,,,,20452.0,,Andrew McLean,D,/api/v1/lawmaker/20452/,ME,State Rep
2234,,,,,,,,,,,,,,,,,,,,,,,,,,20453.0,,GO Maine Leadership PAC,,/api/v1/lawmaker/20453/,,
2235,,,,,,,,,,,,,,,,,,,,,,,,,9,20454.0,,Paula Hawks,D,/api/v1/lawmaker/20454/,SD,State Rep
2236,,,,,,,,,,,,,,,,,,,,,,,,,,20455.0,,Ceil Levatino,R,/api/v1/lawmaker/20455/,NM,Candidate
2237,,,,,,,,,,,,,,,,,,,,,,,,,,20456.0,,Lee Cotter,R,/api/v1/lawmaker/20456/,NM,State Senator
2238,,,,,,,,,,,,,,,,,,,,,,,,,,20457.0,,Manhattan Young Democrats,,/api/v1/lawmaker/20457/,,
2239,,,,,,,,,,,,,,,,,,,,,,,,,,20458.0,,Steve Lindbeck,D,/api/v1/lawmaker/20458/,AK,Candidate
2240,,,,,,,,,,,,,,,,,,,,,,,,,8,20459.0,,Larry Buchson,R,/api/v1/lawmaker/20459/,IN,Rep
2241,,,,,,,,,,,,,,,,,,,,,,,,,,20460.0,,Bill Cole,R,/api/v1/lawmaker/20460/,WV,Candidate for G
2242,,,,,,,,,,,,,,,,,,,,,,,,,,20461.0,,Make Massachusetts Great Again PAC,,/api/v1/lawmaker/20461/,,
2243,,,,,,,,,,,,,,,,,,,,,,,,,,20462.0,,Jill Billings,D,/api/v1/lawmaker/20462/,WI,State Rep
2244,,,,,,,,,,,,,,,,,,,,,,,,,,20463.0,,Midnight Sun Republican Women's Club,,/api/v1/lawmaker/20463/,,
2245,,,,,,,,,,,,,,,,,,,,,,,,,,20464.0,,Midnight Sun Republican Women's Club,,/api/v1/lawmaker/20464/,,
2246,,,,,,,,,,,,,,,,,,,,,,,,,26,20465.0,,Terry Katsma,R,/api/v1/lawmaker/20465/,WI,State Rep
2247,,,,,,,,,,,,,,,,,,,,,,,,,72,20466.0,,Scott Krug,R,/api/v1/lawmaker/20466/,WI,State Rep
2248,,,,,,,,,,,,,,,,,,,,,,,,,27,20467.0,,Tom Sullivan,,/api/v1/lawmaker/20467/,CO,Candidate
2249,,,,,,,,,,,,,,,,,,,,,,,,,25,20468.0,,Jenise May,,/api/v1/lawmaker/20468/,CO,Candidate
2250,,,,,,,,,,,,,,,,,,,,,,,,,4,20469.0,,Sharon Clahchischilliage,R,/api/v1/lawmaker/20469/,NM,State Rep
2251,,,,,,,,,,,,,,,,,,,,,,,,,7,20470.0,,Kelly Fajardo,R,/api/v1/lawmaker/20470/,NM,State Rep
2252,,,,,,,,,,,,,,,,,,,,,,,,,24,20471.0,,Christina Hall,R,/api/v1/lawmaker/20471/,NM,Candidate
2253,,,,,,,,,,,,,,,,,,,,,,,,,32,20472.0,,Vicki Chavez,R,/api/v1/lawmaker/20472/,NM,Candidate
2254,,,,,,,,,,,,,,,,,,,,,,,,,38,20473.0,,Rebecca Dow,R,/api/v1/lawmaker/20473/,NM,Candidate
2255,,,,,,,,,,,,,,,,,,,,,,,,,43,20474.0,,Sharon Stover,R,/api/v1/lawmaker/20474/,NM,Candidate
2256,,,,,,,,,,,,,,,,,,,,,,,,,,20475.0,,Jason Kander,,/api/v1/lawmaker/20475/,MO,Sec of State
2257,,,,,,,,,,,,,,,,,,,,,,,,,3,20476.0,,Tom Suozzi,,/api/v1/lawmaker/20476/,NY,Candidate
2258,,,,,,,,,,,,,,,,,,,,,,,,,,20477.0,,Holyoke Democratic Committee,,/api/v1/lawmaker/20477/,,
2259,,,,,,,,,,,,,,,,,,,,,,,,,,20478.0,,Easthampton Democratic Committee,,/api/v1/lawmaker/20478/,,
2260,,,,,,,,,,,,,,,,,,,,,,,,,,20479.0,,Southampton Democratic Committee,,/api/v1/lawmaker/20479/,,
2261,,,,,,,,,,,,,,,,,,,,,,,,,,20480.0,,Equality PAC,,/api/v1/lawmaker/20480/,,
2262,,,,,,,,,,,,,,,,,,,,,,,,,04,20481.0,,Joe Kennedy III,,/api/v1/lawmaker/20481/,MA,Rep
2263,,,,,,,,,,,,,,,,,,,,,,,,,20,20482.0,,Jimmy Panetta,D,/api/v1/lawmaker/20482/,CA,Candidate
2264,,,,,,,,,,,,,,,,,,,,,,,,,,20483.0,,Micah Lasher,,/api/v1/lawmaker/20483/,NY,Candidate
2265,,,,,,,,,,,,,,,,,,,,,,,,,,20484.0,,Motor City PAC,,/api/v1/lawmaker/20484/,,
2266,,,,,,,,,,,,,,,,,,,,,,,,,7,20485.0,,Gretchen Driskell,D,/api/v1/lawmaker/20485/,MI,Candidate
2267,,,,,,,,,,,,,,,,,,,,,,,,,14,20486.0,,Brenda Lawrence,D,/api/v1/lawmaker/20486/,MI,Rep
2268,,,,,,,,,,,,,,,,,,,,,,,,,,20487.0,,Rebuilding America Now PAC,,/api/v1/lawmaker/20487/,,
2269,,,,,,,,,,,,,,,,,,,,,,,,,9,20488.0,,Darren Soto,,/api/v1/lawmaker/20488/,FL,State Sen
2270,,,,,,,,,,,,,,,,,,,,,,,,,,20489.0,,"Ryan Prosperity Action, Inc.",,/api/v1/lawmaker/20489/,,
2271,,,,,,,,,,,,,,,,,,,,,,,,,,20490.0,,Irish Americans for Crowley,,/api/v1/lawmaker/20490/,,
2272,,,,,,,,,,,,,,,,,,,,,,,,,,20491.0,,Toyota/Lexus PAC,,/api/v1/lawmaker/20491/,,
2273,,,,,,,,,,,,,,,,,,,,,,,,,,20492.0,,Joe Donnelly,D,/api/v1/lawmaker/20492/,IN,Senator
2274,,,,,,,,,,,,,,,,,,,,,,,,,,20493.0,,Concord & Merrimack County GOP,R,/api/v1/lawmaker/20493/,VT,
2275,,,,,,,,,,,,,,,,,,,,,,,,,,20494.0,,Representative Evan Jenkins for Congress,,/api/v1/lawmaker/20494/,,
2276,,,,,,,,,,,,,,,,,,,,,,,,,,20495.0,,Evan Jenkins,R,/api/v1/lawmaker/20495/,WV,Representative
2277,,,,,,,,,,,,,,,,,,,,,,,,,,20496.0,,Scott Taylor,R,/api/v1/lawmaker/20496/,,Representative
2278,,,,,,,,,,,,,,,,,,,,,,,,,2,20497.0,,Scott Taylor,R,/api/v1/lawmaker/20497/,VA,Representative
2279,,,,,,,,,,,,,,,,,,,,,,,,,1,20499.0,,Matt Gaetz,R,/api/v1/lawmaker/20499/,FL,Representative
2280,,,,,,,,,,,,,,,,,,,,,,,,,55,20502.0,,Steven Russell,R,/api/v1/lawmaker/20502/,OK,Representative
2281,,,,,,,,,,,,,,,,,,,,,,,,,5,20503.0,,Steven Russell,R,/api/v1/lawmaker/20503/,OK,Representative
2282,,,,,,,,,,,,,,,,,,,,,,,,,,20504.0,,Chris Sununu,R,/api/v1/lawmaker/20504/,NH,Governor
2283,,,,,,,,,,,,,,,,,,,,,,,,,5,20506.0,,Frank Bigelow,R,/api/v1/lawmaker/20506/,CA,Assemblyman
2284,,,,,,,,,,,,,,,,,,,,,,,,,,20507.0,,Illinois Democratic County Chairman's Association,D,/api/v1/lawmaker/20507/,IL,
2285,,,,,,,,,,,,,,,,,,,,,,,,,,20514.0,,Elizabeth Frawley Bagley,,/api/v1/lawmaker/20514/,,Ambassador
2286,,,,,,,,,,,,,,,,,,,,,,,,,10,20520.0,,Lindsey Stover,D,/api/v1/lawmaker/20520/,VA,Candidate
2287,,,,,,,,,,,,,,,,,,,,,,,,,13,20521.0,,Charlie Crist,D,/api/v1/lawmaker/20521/,FL,Rep.
2288,,,,,,,,,,,,,,,,,,,,,,,,,,20524.0,,Great America Committee,,/api/v1/lawmaker/20524/,,
2289,,,,,,,,,,,,,,,,,,,,,,,,,50,20526.0,,Josh Butner,,/api/v1/lawmaker/20526/,CA,
2290,,,,,,,,,,,,,,,,,,,,,,,,,6,20527.0,,Jason Crow,,/api/v1/lawmaker/20527/,CO,
2291,,,,,,,,,,,,,,,,,,,,,,,,,1,20528.0,,Dan Feehan,,/api/v1/lawmaker/20528/,MN,
2292,,,,,,,,,,,,,,,,,,,,,,,,,7,20529.0,,Ken Harbaugh,,/api/v1/lawmaker/20529/,OH,
2293,,,,,,,,,,,,,,,,,,,,,,,,,6,20530.0,,Chrissy Houlahan,,/api/v1/lawmaker/20530/,PA,
2294,,,,,,,,,,,,,,,,,,,,,,,,,5,20531.0,,RD Huffstetler,,/api/v1/lawmaker/20531/,VA,
2295,,,,,,,,,,,,,,,,,,,,,,,,,21,20532.0,,Joseph Kopser,,/api/v1/lawmaker/20532/,TX,
2296,,,,,,,,,,,,,,,,,,,,,,,,,6,20533.0,,Amy McGrath,,/api/v1/lawmaker/20533/,KY,
2297,,,,,,,,,,,,,,,,,,,,,,,,,19,20534.0,,Dan McCready,,/api/v1/lawmaker/20534/,NC,
2298,,,,,,,,,,,,,,,,,,,,,,,,,19,20535.0,,Aaron Scheinberg,,/api/v1/lawmaker/20535/,NY,
2299,,,,,,,,,,,,,,,,,,,,,,,,,11,20536.0,,Mikie Sherrill,,/api/v1/lawmaker/20536/,NJ,
