,cid,indivs,org_name,pacs,total,year,bioguide_id,birthdate,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
169,N00000781,0,Deutsche Telekom,5500,5500,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
170,N00000898,6450,Celgene Corp,8500,14950,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
171,N00000898,1000,Public Service Enterprise Group,9998,10998,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
172,N00000898,250,Chubb Corp,10000,10250,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
173,N00000898,0,American Dental Assn,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
174,N00000898,0,AT&T Inc,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
175,N00000898,0,Carpenters & Joiners Union,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
176,N00000898,0,Every Republican is Crucial PAC,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
177,N00000898,0,Linde AG,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
178,N00000898,0,Merck & Co,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
179,N00000898,0,National Assn of Convenience Stores,10000,10000,2014,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
180,N00000898,8400,Celgene Corp,10000,18400,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
181,N00000898,5550,Johnson & Johnson,8500,14050,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
182,N00000898,0,Allergan PLC,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
183,N00000898,0,American Bankers Assn,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
184,N00000898,0,American Dental Assn,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
185,N00000898,0,American Kidney Stone Management,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
186,N00000898,0,AT&T Inc,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
187,N00000898,0,Eli Lilly & Co,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
188,N00000898,0,FirstEnergy Corp,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
189,N00000898,0,Linde AG,10000,10000,2016,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
190,N00000898,12300,Celgene Corp,5000,17300,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
191,N00000898,0,American Optometric Assn,10001,10001,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
192,N00000898,0,CR Bard Inc,10000,10000,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
193,N00000898,0,Sanofi,10000,10000,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
194,N00000898,0,National Beer Wholesalers Assn,7500,7500,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
195,N00000898,0,National Rural Electric Cooperative Assn,7000,7000,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
196,N00000898,0,American College of Emergency Physicians,6000,6000,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
197,N00000898,500,Verizon Communications,5000,5500,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
198,N00000898,5400,Connell Co,0,5400,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
199,N00000898,5400,Crestview Advisors,0,5400,2018,L000567,1952-06-25,,2352 Rayburn House Office Building,0,CongressmanLance,202-225-9460,H6NJ12136,2008,Leonard Lance,M,LANCE,NJ07,R,202-225-5361,RepLanceNJ7,4443,https://lance.house.gov/contact-me1,http://lance.house.gov,https://youtube.com/CongressmanLance
200,N00027523,26450,West New York Board of Education,0,26450,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
201,N00027523,0,Amalgamated Transit Union,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
202,N00027523,0,Honeywell International,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
203,N00027523,0,Machinists/Aerospace Workers Union,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
204,N00027523,0,National Assn of Realtors,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
205,N00027523,0,Operating Engineers Union,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
206,N00027523,0,Plumbers/Pipefitters Union,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
207,N00027523,0,Verizon Communications,10000,10000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
208,N00027523,0,Comcast Corp,9500,9500,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
209,N00027523,0,American Bankers Assn,9000,9000,2014,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
210,N00027523,17400,WNY Board of Ed,0,17400,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
211,N00027523,0,Painters & Allied Trades Union,14100,14100,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
212,N00027523,0,Air Line Pilots Assn,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
213,N00027523,0,American Bankers Assn,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
214,N00027523,0,AT&T Inc,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
215,N00027523,0,Carpenters & Joiners Union,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
216,N00027523,0,Honeywell International,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
217,N00027523,0,Intl Brotherhood of Electrical Workers,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
218,N00027523,0,Machinists/Aerospace Workers Union,10000,10000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
219,N00027523,0,National Assn of Realtors,8000,8000,2016,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
220,N00027523,0,AT&T Inc,5000,5000,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
221,N00027523,0,Carpenters & Joiners Union,5000,5000,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
222,N00027523,0,International Brotherhood of Electrical Workers,5000,5000,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
223,N00027523,0,Machinists/Aerospace Workers Union,5000,5000,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
224,N00027523,0,Teamsters Union,5000,5000,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
225,N00027523,2800,Wny Board of Ed,0,2800,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
226,N00027523,0,Berkshire Hathaway,2500,2500,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
227,N00027523,0,CSX Corp,2500,2500,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
228,N00027523,2500,Decottis Fitzpatrick Law LLC,0,2500,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
229,N00027523,0,Norfolk Southern,2500,2500,2018,S001165,1951-01-26,,2342 Rayburn House Office Building,0,81058818750,202-226-0792,H6NJ13191,2006,Albio Sires,M,SIRES,NJ08,D,202-225-7919,RepSires,22510,https://sires.house.gov/contact-me/email-me,https://sires.house.gov,https://youtube.com/RepSiresNJ13
230,N00000751,15600,Bio-Reference Laboratories,0,15600,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
231,N00000751,4592,Roche Holdings,10000,14592,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
232,N00000751,13150,Lowenstein Sandler LLP,0,13150,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
233,N00000751,2600,Morgan Stanley,8000,10600,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
234,N00000751,0,Plumbers/Pipefitters Union,10500,10500,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
235,N00000751,0,American College of Cardiology,10000,10000,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
236,N00000751,0,American Council of Engineering Cos,10000,10000,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
237,N00000751,0,American Dental Assn,10000,10000,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
238,N00000751,0,American Federation of Teachers,10000,10000,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
239,N00000751,0,BAE Systems,10000,10000,2014,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
240,N00000751,10400,Select Medical Holdings,10000,20400,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
241,N00000751,3700,Morgan Stanley,10000,13700,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
242,N00000751,10800,Bob Ciasulli Auto Group,0,10800,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
243,N00000751,10800,Murphy Endeavors,0,10800,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
244,N00000751,10600,Inserra Supermarkets,0,10600,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
245,N00000751,0,American Academy of Orthopaedic Surgeons,10000,10000,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
246,N00000751,0,American College of Cardiology,10000,10000,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
247,N00000751,0,American College of Surgeons,10000,10000,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
248,N00000751,0,American Council of Engineering Cos,10000,10000,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
249,N00000751,0,American Federation of Teachers,10000,10000,2016,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
250,N00000751,13960,EVAS Visionsafe Worldwide,0,13960,2018,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
251,N00000751,0,Ironworkers Union,13000,13000,2018,P000096,1937-01-25,,2370 Rayburn House Office Building,0,pascrell,202-225-5782,H6NJ08118,1996,Bill Pascrell Jr.,M,PASCRELL,NJ09,D,202-225-5751,BillPascrell,478,https://pascrell.house.gov/contact/email-me,http://pascrell.house.gov,https://youtube.com/RepPascrell
